Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Label
192.168.10.17-192.168.10.51-45780-80-6,192.168.10.17,45780,192.168.10.51,80,6,09/09/2026 09:40:06,1200,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,264175.32,6666.88,171.4,126.1,431.1,52.9,1200.0,300.0,181.7,589.8,88.0,700.0,350.0,81.1,431.1,268.9,1,1,0,0,168,104,4166.8,2500.08,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-45780-6,192.168.10.51,80,192.168.10.17,45780,6,09/09/2026 09:40:06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-59434-80-6,192.168.10.17,59434,192.168.10.51,80,6,09/09/2026 09:40:07,1429,5,3,92,436,92,0,18.4,36.8,436,0,145.33,205.53,369529.87,5598.94,204.1,156.4,562.0,86.1,1428.8,357.2,263.4,793.0,86.1,903.8,451.9,110.0,562.0,341.9,1,1,0,0,168,104,3499.34,2099.6,0,436,66,143.05,20464.0,1,2,0,2,7,0,0,0,0.6,66.0,18.4,145.33,5,92,3,436,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-59434-6,192.168.10.51,80,192.168.10.17,59434,6,09/09/2026 09:40:07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-51932-80-6,192.168.10.25,51932,192.168.10.51,80,6,09/09/2026 09:40:07,1179,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,268876.52,6785.53,168.4,111.6,429.9,84.2,1179.0,294.7,235.5,696.9,96.1,760.8,380.4,49.5,429.9,330.9,1,1,0,0,168,104,4240.95,2544.57,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-51932-6,192.168.10.51,80,192.168.10.25,51932,6,09/09/2026 09:40:07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-51942-80-6,192.168.10.25,51942,192.168.10.51,80,6,09/09/2026 09:40:08,1414,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,217105.27,5657.47,202.0,132.4,498.1,96.1,1414.1,353.5,223.9,705.0,96.1,850.0,425.0,73.1,498.1,351.9,1,1,0,0,168,104,3535.92,2121.55,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-51942-6,192.168.10.51,80,192.168.10.25,51942,6,09/09/2026 09:40:08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-59448-80-6,192.168.10.17,59448,192.168.10.51,80,6,09/09/2026 09:40:09,1354,5,3,86,231,86,0,17.2,34.4,231,0,77,108.89,234124.73,5908.51,193.4,105.4,407.9,82.0,1354.0,338.5,204.7,652.1,82.0,803.0,401.5,6.4,407.9,395.1,1,1,0,0,168,104,3692.82,2215.69,0,231,39.62,77.62,6024.48,1,2,0,2,7,0,0,0,0.6,39.62,17.2,77.0,5,86,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-59448-6,192.168.10.51,80,192.168.10.17,59448,6,09/09/2026 09:40:09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-47530-80-6,192.168.10.19,47530,192.168.10.51,80,6,09/09/2026 09:27:06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,501,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-47530-80-6,192.168.10.19,47530,192.168.10.51,80,6,09/09/2026 09:40:09,1553,5,3,91,231,91,0,18.2,36.4,231,0,77,108.89,207332.8,5151.13,221.9,119.0,453.9,77.0,1553.1,388.3,183.4,705.0,265.1,940.1,470.0,16.1,486.1,453.9,1,1,0,0,168,104,3219.45,1931.67,0,231,40.25,78.01,6085.19,1,2,0,2,7,0,0,0,0.6,40.25,18.2,77.0,5,91,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-47530-6,192.168.10.51,80,192.168.10.19,47530,6,09/09/2026 09:40:09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-51948-80-6,192.168.10.25,51948,192.168.10.51,80,6,09/09/2026 09:40:10,1237,5,3,165,231,165,0,33,66.0,231,0,77,108.89,320151.19,6467.7,176.7,113.8,420.1,65.8,1236.9,309.2,175.6,577.0,93.0,756.0,378.0,42.1,420.1,335.9,1,1,0,0,168,104,4042.31,2425.39,0,231,49.5,87.31,7623.0,1,2,0,2,7,0,0,0,0.6,49.5,33.0,77.0,5,165,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-51948-6,192.168.10.51,80,192.168.10.25,51948,6,09/09/2026 09:40:10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-51960-80-6,192.168.10.25,51960,192.168.10.51,80,6,09/09/2026 09:40:11,1328,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,231176.18,6024.14,189.7,121.2,457.0,83.0,1328.0,332.0,206.2,644.0,85.1,834.0,417.0,40.1,457.0,376.9,1,1,0,0,168,104,3765.08,2259.05,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-51960-6,192.168.10.51,80,192.168.10.25,51960,6,09/09/2026 09:40:11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-59464-80-6,192.168.10.17,59464,192.168.10.51,80,6,09/09/2026 09:40:14,1292,5,3,92,231,92,0,18.4,36.8,231,0,77,108.89,250001.88,6192.0,184.6,109.1,413.9,97.0,1292.0,323.0,186.9,614.9,97.0,742.0,371.0,42.9,413.9,328.1,1,1,0,0,168,104,3870.0,2322.0,0,231,40.38,78.09,6097.98,1,2,0,2,7,0,0,0,0.6,40.38,18.4,77.0,5,92,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-59464-6,192.168.10.51,80,192.168.10.17,59464,6,09/09/2026 09:40:14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-47546-80-6,192.168.10.19,47546,192.168.10.51,80,6,09/09/2026 09:04:24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,501,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-47546-80-6,192.168.10.19,47546,192.168.10.51,80,6,09/09/2026 09:40:15,1262,5,3,101,231,101,0,20.2,40.4,231,0,77,108.89,263085.0,6339.4,180.3,126.7,451.8,70.1,1261.9,315.5,195.9,629.9,91.1,747.0,373.5,78.3,451.8,295.2,1,1,0,0,168,104,3962.12,2377.27,0,231,41.5,78.89,6223.0,1,2,0,2,7,0,0,0,0.6,41.5,20.2,77.0,5,101,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-47546-6,192.168.10.51,80,192.168.10.19,47546,6,09/09/2026 09:40:15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-59476-80-6,192.168.10.17,59476,192.168.10.51,80,6,09/09/2026 09:40:16,1325,5,3,165,231,165,0,33,66.0,231,0,77,108.89,298838.5,6037.14,189.3,143.5,490.0,53.9,1325.1,331.3,203.0,666.9,126.1,763.9,381.9,108.0,490.0,273.9,1,1,0,0,168,104,3773.21,2263.93,0,231,49.5,87.31,7623.0,1,2,0,2,7,0,0,0,0.6,49.5,33.0,77.0,5,165,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-59476-6,192.168.10.51,80,192.168.10.17,59476,6,09/09/2026 09:40:16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,508,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34972-80-6,192.168.10.25,34972,192.168.10.51,80,6,09/09/2026 09:40:16,1694,5,3,101,231,101,0,20.2,40.4,231,0,77,108.89,195990.0,4722.65,242.0,230.2,780.1,83.9,1694.0,423.5,350.9,1012.1,88.9,1105.1,552.5,227.6,780.1,325.0,1,1,0,0,168,104,2951.66,1770.99,0,231,41.5,78.89,6223.0,1,2,0,2,7,0,0,0,0.6,41.5,20.2,77.0,5,101,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34972-6,192.168.10.51,80,192.168.10.25,34972,6,09/09/2026 09:40:16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-42374-49249-6,192.168.10.19,42374,192.168.10.51,49249,6,09/09/2026 09:40:16,913,2,3,0,5,0,0,0,0.0,5,0,1.67,2.36,5477.02,5477.02,228.2,280.1,708.1,1.0,203.8,203.8,0.0,203.8,203.8,814.9,407.5,406.5,814.0,1.0,0,1,0,0,72,104,2190.81,3286.21,0,5,1,2.0,4.0,1,2,0,1,4,0,0,0,1.5,1.0,0.0,1.67,2,0,3,5,64240,65160,0,40,BENIGN
192.168.10.19-192.168.10.51-42374-49249-6,192.168.10.19,42374,192.168.10.51,49249,6,09/09/2026 09:40:16,172,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11634.69,171.9,0.0,171.9,171.9,171.9,171.9,0.0,171.9,171.9,0,0,0,0,0,0,0,0,0,64,0,11634.69,0.0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,2,0,0,0,502,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-40772-21-6,192.168.10.19,40772,192.168.10.51,21,6,09/09/2026 09:40:16,99686,12,15,78,308,16,0,6.5,5.53,62,0,20.53,19.52,3872.16,270.85,3834.1,12389.9,52099.0,1.0,99597.0,9054.3,26550.5,92967.0,83.9,99565.0,7111.8,16205.3,52099.0,1.0,8,10,0,0,392,488,120.38,150.47,0,62,14.3,16.55,273.91,1,2,0,18,26,0,0,0,1.25,14.3,6.5,20.53,12,78,15,308,64240,65160,8,40,BENIGN
192.168.10.19-192.168.10.51-40772-21-6,192.168.10.19,40772,192.168.10.51,21,6,09/09/2026 09:40:16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,502,-1,0,32,BENIGN
192.168.10.19-192.168.10.51-35042-80-6,192.168.10.19,35042,192.168.10.51,80,6,09/09/2026 09:40:16,1180,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,260184.14,6780.04,168.6,98.0,381.0,92.0,1179.9,295.0,207.6,642.1,92.0,695.0,347.5,33.5,381.0,314.0,1,1,0,0,168,104,4237.53,2542.52,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.19-80-35042-6,192.168.10.51,80,192.168.10.19,35042,6,09/09/2026 09:40:16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.25-192.168.10.51-34982-80-6,192.168.10.25,34982,192.168.10.51,80,6,09/09/2026 09:40:17,1153,5,3,76,231,76,0,15.2,30.4,231,0,77,108.89,266263.72,6938.47,164.7,135.1,457.0,30.0,1153.0,288.2,198.9,620.8,93.0,684.0,342.0,115.0,457.0,227.0,1,1,0,0,168,104,4336.54,2601.93,0,231,38.38,76.94,5919.48,1,2,0,2,7,0,0,0,0.6,38.38,15.2,77.0,5,76,3,231,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.25-80-34982-6,192.168.10.51,80,192.168.10.25,34982,6,09/09/2026 09:40:17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-60672-22-6,192.168.10.17,60672,192.168.10.51,22,6,09/09/2026 09:40:18,546638,22,20,3503,4051,1536,0,159.23,389.25,1532,0,202.55,404.93,13819.02,76.83,13332.6,33441.3,198541.9,1.0,546638.0,26030.4,53417.3,239462.1,1.0,546209.1,28747.8,50211.8,198541.9,40.1,12,13,0,0,712,648,40.25,36.59,0,1536,179.86,397.38,157910.5,1,2,0,25,41,0,0,0,0.91,179.86,159.23,202.55,22,3503,20,4051,64240,65160,12,40,BENIGN
192.168.10.51-192.168.10.17-22-60672-6,192.168.10.51,22,192.168.10.17,60672,6,09/09/2026 09:40:19,4369,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,457.77,4369.0,0.0,4369.0,4369.0,4369.0,4369.0,0.0,4369.0,4369.0,0,0,0,0,0,0,0,0,0,64,0,457.77,0.0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0,2,0,0,0,486,-1,0,32,BENIGN
192.168.10.17-192.168.10.51-55774-80-6,192.168.10.17,55774,192.168.10.51,80,6,09/09/2026 09:40:19,1150,5,3,93,436,93,0,18.6,37.2,436,0,145.33,205.53,459947.52,6955.73,164.3,86.4,318.1,57.9,1150.1,287.5,118.9,456.8,126.1,638.0,319.0,1.0,320.0,318.1,1,1,0,0,168,104,4347.33,2608.4,0,436,66.12,143.08,20470.61,1,2,0,2,7,0,0,0,0.6,66.12,18.6,145.33,5,93,3,436,64240,65160,1,40,BENIGN
192.168.10.51-192.168.10.17-80-55774-6,192.168.10.51,80,192.168.10.17,55774,6,09/09/2026 09:40:19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,509,-1,0,32,BENIGN
205.174.165.73-192.168.10.50-51510-80-6,205.174.165.73,51510,192.168.10.50,80,6,09/09/2026 09:37:25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,659,-1,0,32,BENIGN
205.174.165.73-192.168.10.50-51504-80-6,205.174.165.73,51504,192.168.10.50,80,6,09/09/2026 09:40:19,139121,33,18,3176,72152,212,0,96.24,105.43,4781,0,4008.44,1729.53,541456.5,366.59,2782.4,4521.4,21255.0,82.0,139121.1,4347.5,5382.6,21505.1,194.1,138549.1,8149.9,5679.8,22128.8,787.0,15,16,0,0,1076,584,237.2,129.38,0,4781,1477.02,2135.01,4558273.16,1,2,0,31,50,0,0,0,0.55,1477.02,96.24,4008.44,33,3176,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51504-80-6,205.174.165.73,51504,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51502-80-6,205.174.165.73,51502,192.168.10.50,80,6,09/09/2026 09:40:19,157968,34,18,3178,72195,212,0,93.47,105.2,4824,0,4010.83,1730.63,477140.81,329.18,3097.4,4593.1,18088.8,21.9,157968.0,4786.9,5542.0,18376.8,21.9,156001.1,9176.5,5429.9,20140.9,625.1,15,16,0,0,1108,584,215.23,113.95,0,4824,1449.48,2125.37,4517211.56,1,2,0,31,51,0,0,0,0.53,1449.48,93.47,4010.83,34,3178,18,72195,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51502-80-6,205.174.165.73,51502,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51512-80-6,205.174.165.73,51512,192.168.10.50,80,6,09/09/2026 09:40:19,151365,33,18,3178,72152,212,0,96.3,105.5,4781,0,4008.44,1729.53,497671.05,336.93,3027.3,4521.9,19822.1,70.1,151365.0,4730.2,5252.3,20034.1,155.9,150835.0,8872.6,5493.9,20862.1,457.0,15,16,0,0,1076,584,218.02,118.92,0,4781,1477.06,2134.99,4558173.7,1,2,0,31,50,0,0,0,0.55,1477.06,96.3,4008.44,33,3178,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51512-80-6,205.174.165.73,51512,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51510-80-6,205.174.165.73,51510,192.168.10.50,80,6,09/09/2026 09:40:19,157279,35,18,3175,72152,212,0,90.71,104.75,4781,0,4008.44,1729.53,478938.66,336.98,3024.6,4378.9,18903.0,1.0,157279.0,4625.9,5564.6,19168.9,1.0,156745.0,9220.3,4744.1,19753.0,1745.9,15,16,0,0,1140,584,222.53,114.45,0,4781,1421.26,2113.18,4465526.12,1,2,0,31,52,0,0,0,0.51,1421.26,90.71,4008.44,35,3175,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51510-80-6,205.174.165.73,51510,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51526-80-6,205.174.165.73,51526,192.168.10.50,80,6,09/09/2026 09:40:19,152164,34,18,3177,72152,212,0,93.44,105.17,4781,0,4008.44,1729.53,495051.45,341.74,2983.6,4229.5,19058.9,13.1,152164.0,4611.0,5246.6,19352.0,13.1,151618.0,8918.7,5388.7,21673.0,757.9,15,16,0,0,1108,584,223.44,118.29,0,4781,1448.63,2124.08,4511713.15,1,2,0,31,51,0,0,0,0.53,1448.63,93.44,4008.44,34,3177,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51526-80-6,205.174.165.73,51526,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51514-80-6,205.174.165.73,51514,192.168.10.50,80,6,09/09/2026 09:40:19,165465,33,18,3179,72152,212,0,96.33,105.53,4781,0,4008.44,1729.53,455268.82,308.22,3309.3,4629.3,20530.0,73.9,165464.9,5170.8,5526.6,20762.0,87.0,164631.1,9684.2,5139.6,22925.9,405.1,15,16,0,0,1076,584,199.44,108.78,0,4781,1477.08,2134.98,4558124.03,1,2,0,31,50,0,0,0,0.55,1477.08,96.33,4008.44,33,3179,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51514-80-6,205.174.165.73,51514,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51538-80-6,205.174.165.73,51538,192.168.10.50,80,6,09/09/2026 09:40:19,146560,34,18,3177,72152,212,0,93.44,105.17,4781,0,4008.44,1729.53,513980.78,354.8,2873.7,3761.0,15772.1,11.0,146560.0,4441.2,4671.4,16388.2,11.0,141341.9,8314.2,4911.3,18846.0,448.9,15,16,0,0,1108,584,231.99,122.82,0,4781,1448.63,2124.08,4511713.15,1,2,0,31,51,0,0,0,0.53,1448.63,93.44,4008.44,34,3177,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51538-80-6,205.174.165.73,51538,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51522-80-6,205.174.165.73,51522,192.168.10.50,80,6,09/09/2026 09:40:19,166209,34,18,3176,72152,212,0,93.41,105.13,4781,0,4008.44,1729.53,453212.57,312.86,3259.0,4496.9,21179.9,31.2,166209.0,5036.6,5323.7,21429.1,31.2,161396.0,9493.9,5317.6,24167.1,639.9,15,16,0,0,1108,584,204.56,108.3,0,4781,1448.62,2124.09,4511760.85,1,2,0,31,51,0,0,0,0.53,1448.62,93.41,4008.44,34,3176,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51522-80-6,205.174.165.73,51522,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51548-80-6,205.174.165.73,51548,192.168.10.50,80,6,09/09/2026 09:40:19,145690,34,18,3177,72152,212,0,93.44,105.17,4781,0,4008.44,1729.53,517050.03,356.92,2856.7,4009.2,17815.1,47.0,145690.0,4414.8,4677.1,18164.9,47.0,140937.8,8290.5,4731.6,17815.1,467.8,15,16,0,0,1108,584,233.37,123.55,0,4781,1448.63,2124.08,4511713.15,1,2,0,31,51,0,0,0,0.53,1448.63,93.44,4008.44,34,3177,18,72152,64240,65160,15,40,Web Attack  Sql Injection
205.174.165.73-192.168.10.50-51548-80-6,205.174.165.73,51548,192.168.10.50,80,6,09/09/2026 09:40:19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,0,-1,501,0,32,Web Attack  Sql Injection
